image,label
image/BraTS-PED-00170-000-t2f_0047.nii.gz,mask/BraTS-PED-00170-000-t2f_0047.nii.gz
image/BraTS-PED-00136-000-t2f_0022.nii.gz,mask/BraTS-PED-00136-000-t2f_0022.nii.gz
image/BraTS-PED-00111-000-t2f_0068.nii.gz,mask/BraTS-PED-00111-000-t2f_0068.nii.gz
image/BraTS-PED-00131-000-t2f_0028.nii.gz,mask/BraTS-PED-00131-000-t2f_0028.nii.gz
image/BraTS-PED-00113-000-t2f_0099.nii.gz,mask/BraTS-PED-00113-000-t2f_0099.nii.gz
image/BraTS-PED-00116-000-t2f_0053.nii.gz,mask/BraTS-PED-00116-000-t2f_0053.nii.gz
image/BraTS-PED-00061-000-t2f_0047.nii.gz,mask/BraTS-PED-00061-000-t2f_0047.nii.gz
image/BraTS-PED-00036-000-t2f_0035.nii.gz,mask/BraTS-PED-00036-000-t2f_0035.nii.gz
image/BraTS-PED-00026-000-t2f_0084.nii.gz,mask/BraTS-PED-00026-000-t2f_0084.nii.gz
image/BraTS-PED-00004-000-t2f_0060.nii.gz,mask/BraTS-PED-00004-000-t2f_0060.nii.gz
image/BraTS-PED-00010-000-t2f_0068.nii.gz,mask/BraTS-PED-00010-000-t2f_0068.nii.gz
image/BraTS-PED-00050-000-t2f_0069.nii.gz,mask/BraTS-PED-00050-000-t2f_0069.nii.gz
image/BraTS-PED-00128-000-t2f_0036.nii.gz,mask/BraTS-PED-00128-000-t2f_0036.nii.gz
image/BraTS-PED-00044-000-t2f_0049.nii.gz,mask/BraTS-PED-00044-000-t2f_0049.nii.gz
image/BraTS-PED-00069-000-t2f_0042.nii.gz,mask/BraTS-PED-00069-000-t2f_0042.nii.gz
image/BraTS-PED-00061-000-t2f_0035.nii.gz,mask/BraTS-PED-00061-000-t2f_0035.nii.gz
image/BraTS-PED-00042-000-t2f_0108.nii.gz,mask/BraTS-PED-00042-000-t2f_0108.nii.gz
image/BraTS-PED-00069-000-t2f_0038.nii.gz,mask/BraTS-PED-00069-000-t2f_0038.nii.gz
image/BraTS-PED-00026-000-t2f_0078.nii.gz,mask/BraTS-PED-00026-000-t2f_0078.nii.gz
image/BraTS-PED-00047-000-t2f_0085.nii.gz,mask/BraTS-PED-00047-000-t2f_0085.nii.gz
image/BraTS-PED-00117-000-t2f_0095.nii.gz,mask/BraTS-PED-00117-000-t2f_0095.nii.gz
image/BraTS-PED-00032-000-t2f_0074.nii.gz,mask/BraTS-PED-00032-000-t2f_0074.nii.gz
image/BraTS-PED-00020-000-t2f_0022.nii.gz,mask/BraTS-PED-00020-000-t2f_0022.nii.gz
image/BraTS-PED-00057-000-t2f_0086.nii.gz,mask/BraTS-PED-00057-000-t2f_0086.nii.gz
image/BraTS-PED-00118-000-t2f_0079.nii.gz,mask/BraTS-PED-00118-000-t2f_0079.nii.gz
image/BraTS-PED-00129-000-t2f_0035.nii.gz,mask/BraTS-PED-00129-000-t2f_0035.nii.gz
image/BraTS-PED-00109-000-t2f_0035.nii.gz,mask/BraTS-PED-00109-000-t2f_0035.nii.gz
image/BraTS-PED-00004-000-t2f_0104.nii.gz,mask/BraTS-PED-00004-000-t2f_0104.nii.gz
image/BraTS-PED-00023-000-t2f_0082.nii.gz,mask/BraTS-PED-00023-000-t2f_0082.nii.gz
image/BraTS-PED-00055-000-t2f_0060.nii.gz,mask/BraTS-PED-00055-000-t2f_0060.nii.gz
image/BraTS-PED-00116-000-t2f_0063.nii.gz,mask/BraTS-PED-00116-000-t2f_0063.nii.gz
image/BraTS-PED-00117-000-t2f_0085.nii.gz,mask/BraTS-PED-00117-000-t2f_0085.nii.gz
image/BraTS-PED-00117-000-t2f_0109.nii.gz,mask/BraTS-PED-00117-000-t2f_0109.nii.gz
image/BraTS-PED-00119-000-t2f_0084.nii.gz,mask/BraTS-PED-00119-000-t2f_0084.nii.gz
image/BraTS-PED-00139-000-t2f_0039.nii.gz,mask/BraTS-PED-00139-000-t2f_0039.nii.gz
image/BraTS-PED-00024-000-t2f_0049.nii.gz,mask/BraTS-PED-00024-000-t2f_0049.nii.gz
image/BraTS-PED-00170-000-t2f_0052.nii.gz,mask/BraTS-PED-00170-000-t2f_0052.nii.gz
image/BraTS-PED-00047-000-t2f_0050.nii.gz,mask/BraTS-PED-00047-000-t2f_0050.nii.gz
image/BraTS-PED-00125-000-t2f_0032.nii.gz,mask/BraTS-PED-00125-000-t2f_0032.nii.gz
image/BraTS-PED-00143-000-t2f_0053.nii.gz,mask/BraTS-PED-00143-000-t2f_0053.nii.gz
image/BraTS-PED-00130-000-t2f_0030.nii.gz,mask/BraTS-PED-00130-000-t2f_0030.nii.gz
image/BraTS-PED-00040-000-t2f_0079.nii.gz,mask/BraTS-PED-00040-000-t2f_0079.nii.gz
image/BraTS-PED-00080-000-t2f_0025.nii.gz,mask/BraTS-PED-00080-000-t2f_0025.nii.gz
image/BraTS-PED-00057-000-t2f_0059.nii.gz,mask/BraTS-PED-00057-000-t2f_0059.nii.gz
image/BraTS-PED-00170-000-t2f_0086.nii.gz,mask/BraTS-PED-00170-000-t2f_0086.nii.gz
image/BraTS-PED-00100-000-t2f_0071.nii.gz,mask/BraTS-PED-00100-000-t2f_0071.nii.gz
image/BraTS-PED-00020-000-t2f_0040.nii.gz,mask/BraTS-PED-00020-000-t2f_0040.nii.gz
image/BraTS-PED-00032-000-t2f_0066.nii.gz,mask/BraTS-PED-00032-000-t2f_0066.nii.gz
image/BraTS-PED-00108-000-t2f_0085.nii.gz,mask/BraTS-PED-00108-000-t2f_0085.nii.gz
image/BraTS-PED-00004-000-t2f_0092.nii.gz,mask/BraTS-PED-00004-000-t2f_0092.nii.gz
image/BraTS-PED-00024-000-t2f_0047.nii.gz,mask/BraTS-PED-00024-000-t2f_0047.nii.gz
image/BraTS-PED-00004-000-t2f_0084.nii.gz,mask/BraTS-PED-00004-000-t2f_0084.nii.gz
image/BraTS-PED-00110-000-t2f_0082.nii.gz,mask/BraTS-PED-00110-000-t2f_0082.nii.gz
image/BraTS-PED-00004-000-t2f_0061.nii.gz,mask/BraTS-PED-00004-000-t2f_0061.nii.gz
image/BraTS-PED-00131-000-t2f_0026.nii.gz,mask/BraTS-PED-00131-000-t2f_0026.nii.gz
image/BraTS-PED-00040-000-t2f_0074.nii.gz,mask/BraTS-PED-00040-000-t2f_0074.nii.gz
image/BraTS-PED-00137-000-t2f_0064.nii.gz,mask/BraTS-PED-00137-000-t2f_0064.nii.gz
image/BraTS-PED-00009-000-t2f_0040.nii.gz,mask/BraTS-PED-00009-000-t2f_0040.nii.gz
image/BraTS-PED-00020-000-t2f_0033.nii.gz,mask/BraTS-PED-00020-000-t2f_0033.nii.gz
image/BraTS-PED-00050-000-t2f_0061.nii.gz,mask/BraTS-PED-00050-000-t2f_0061.nii.gz
image/BraTS-PED-00004-000-t2f_0095.nii.gz,mask/BraTS-PED-00004-000-t2f_0095.nii.gz
image/BraTS-PED-00143-000-t2f_0041.nii.gz,mask/BraTS-PED-00143-000-t2f_0041.nii.gz
image/BraTS-PED-00063-000-t2f_0035.nii.gz,mask/BraTS-PED-00063-000-t2f_0035.nii.gz
image/BraTS-PED-00135-000-t2f_0037.nii.gz,mask/BraTS-PED-00135-000-t2f_0037.nii.gz
image/BraTS-PED-00055-000-t2f_0054.nii.gz,mask/BraTS-PED-00055-000-t2f_0054.nii.gz
image/BraTS-PED-00101-000-t2f_0068.nii.gz,mask/BraTS-PED-00101-000-t2f_0068.nii.gz
image/BraTS-PED-00057-000-t2f_0070.nii.gz,mask/BraTS-PED-00057-000-t2f_0070.nii.gz
image/BraTS-PED-00111-000-t2f_0089.nii.gz,mask/BraTS-PED-00111-000-t2f_0089.nii.gz
image/BraTS-PED-00170-000-t2f_0078.nii.gz,mask/BraTS-PED-00170-000-t2f_0078.nii.gz
image/BraTS-PED-00167-000-t2f_0014.nii.gz,mask/BraTS-PED-00167-000-t2f_0014.nii.gz
image/BraTS-PED-00004-000-t2f_0069.nii.gz,mask/BraTS-PED-00004-000-t2f_0069.nii.gz
image/BraTS-PED-00055-000-t2f_0061.nii.gz,mask/BraTS-PED-00055-000-t2f_0061.nii.gz
image/BraTS-PED-00117-000-t2f_0093.nii.gz,mask/BraTS-PED-00117-000-t2f_0093.nii.gz
image/BraTS-PED-00044-000-t2f_0089.nii.gz,mask/BraTS-PED-00044-000-t2f_0089.nii.gz
image/BraTS-PED-00026-000-t2f_0119.nii.gz,mask/BraTS-PED-00026-000-t2f_0119.nii.gz
image/BraTS-PED-00040-000-t2f_0057.nii.gz,mask/BraTS-PED-00040-000-t2f_0057.nii.gz
image/BraTS-PED-00111-000-t2f_0085.nii.gz,mask/BraTS-PED-00111-000-t2f_0085.nii.gz
image/BraTS-PED-00113-000-t2f_0078.nii.gz,mask/BraTS-PED-00113-000-t2f_0078.nii.gz
image/BraTS-PED-00117-000-t2f_0129.nii.gz,mask/BraTS-PED-00117-000-t2f_0129.nii.gz
image/BraTS-PED-00061-000-t2f_0044.nii.gz,mask/BraTS-PED-00061-000-t2f_0044.nii.gz
image/BraTS-PED-00108-000-t2f_0090.nii.gz,mask/BraTS-PED-00108-000-t2f_0090.nii.gz
image/BraTS-PED-00121-000-t2f_0076.nii.gz,mask/BraTS-PED-00121-000-t2f_0076.nii.gz
image/BraTS-PED-00167-000-t2f_0024.nii.gz,mask/BraTS-PED-00167-000-t2f_0024.nii.gz
image/BraTS-PED-00100-000-t2f_0081.nii.gz,mask/BraTS-PED-00100-000-t2f_0081.nii.gz
image/BraTS-PED-00086-000-t2f_0023.nii.gz,mask/BraTS-PED-00086-000-t2f_0023.nii.gz
image/BraTS-PED-00117-000-t2f_0113.nii.gz,mask/BraTS-PED-00117-000-t2f_0113.nii.gz
image/BraTS-PED-00137-000-t2f_0068.nii.gz,mask/BraTS-PED-00137-000-t2f_0068.nii.gz
image/BraTS-PED-00079-000-t2f_0042.nii.gz,mask/BraTS-PED-00079-000-t2f_0042.nii.gz
image/BraTS-PED-00025-000-t2f_0067.nii.gz,mask/BraTS-PED-00025-000-t2f_0067.nii.gz
image/BraTS-PED-00127-000-t2f_0035.nii.gz,mask/BraTS-PED-00127-000-t2f_0035.nii.gz
image/BraTS-PED-00170-000-t2f_0060.nii.gz,mask/BraTS-PED-00170-000-t2f_0060.nii.gz
image/BraTS-PED-00004-000-t2f_0091.nii.gz,mask/BraTS-PED-00004-000-t2f_0091.nii.gz
image/BraTS-PED-00069-000-t2f_0031.nii.gz,mask/BraTS-PED-00069-000-t2f_0031.nii.gz
image/BraTS-PED-00113-000-t2f_0075.nii.gz,mask/BraTS-PED-00113-000-t2f_0075.nii.gz
image/BraTS-PED-00137-000-t2f_0052.nii.gz,mask/BraTS-PED-00137-000-t2f_0052.nii.gz
image/BraTS-PED-00119-000-t2f_0081.nii.gz,mask/BraTS-PED-00119-000-t2f_0081.nii.gz
image/BraTS-PED-00127-000-t2f_0014.nii.gz,mask/BraTS-PED-00127-000-t2f_0014.nii.gz
image/BraTS-PED-00118-000-t2f_0085.nii.gz,mask/BraTS-PED-00118-000-t2f_0085.nii.gz
image/BraTS-PED-00142-000-t2f_0088.nii.gz,mask/BraTS-PED-00142-000-t2f_0088.nii.gz
image/BraTS-PED-00117-000-t2f_0123.nii.gz,mask/BraTS-PED-00117-000-t2f_0123.nii.gz
image/BraTS-PED-00040-000-t2f_0081.nii.gz,mask/BraTS-PED-00040-000-t2f_0081.nii.gz
image/BraTS-PED-00032-000-t2f_0081.nii.gz,mask/BraTS-PED-00032-000-t2f_0081.nii.gz
image/BraTS-PED-00112-000-t2f_0055.nii.gz,mask/BraTS-PED-00112-000-t2f_0055.nii.gz
image/BraTS-PED-00055-000-t2f_0071.nii.gz,mask/BraTS-PED-00055-000-t2f_0071.nii.gz
image/BraTS-PED-00112-000-t2f_0045.nii.gz,mask/BraTS-PED-00112-000-t2f_0045.nii.gz
image/BraTS-PED-00140-000-t2f_0078.nii.gz,mask/BraTS-PED-00140-000-t2f_0078.nii.gz
image/BraTS-PED-00087-000-t2f_0041.nii.gz,mask/BraTS-PED-00087-000-t2f_0041.nii.gz
image/BraTS-PED-00036-000-t2f_0022.nii.gz,mask/BraTS-PED-00036-000-t2f_0022.nii.gz
image/BraTS-PED-00117-000-t2f_0107.nii.gz,mask/BraTS-PED-00117-000-t2f_0107.nii.gz
image/BraTS-PED-00111-000-t2f_0071.nii.gz,mask/BraTS-PED-00111-000-t2f_0071.nii.gz
image/BraTS-PED-00109-000-t2f_0041.nii.gz,mask/BraTS-PED-00109-000-t2f_0041.nii.gz
image/BraTS-PED-00024-000-t2f_0074.nii.gz,mask/BraTS-PED-00024-000-t2f_0074.nii.gz
image/BraTS-PED-00044-000-t2f_0087.nii.gz,mask/BraTS-PED-00044-000-t2f_0087.nii.gz
image/BraTS-PED-00106-000-t2f_0043.nii.gz,mask/BraTS-PED-00106-000-t2f_0043.nii.gz
image/BraTS-PED-00046-000-t2f_0081.nii.gz,mask/BraTS-PED-00046-000-t2f_0081.nii.gz
image/BraTS-PED-00044-000-t2f_0097.nii.gz,mask/BraTS-PED-00044-000-t2f_0097.nii.gz
image/BraTS-PED-00167-000-t2f_0006.nii.gz,mask/BraTS-PED-00167-000-t2f_0006.nii.gz
image/BraTS-PED-00046-000-t2f_0051.nii.gz,mask/BraTS-PED-00046-000-t2f_0051.nii.gz
image/BraTS-PED-00044-000-t2f_0099.nii.gz,mask/BraTS-PED-00044-000-t2f_0099.nii.gz
image/BraTS-PED-00025-000-t2f_0066.nii.gz,mask/BraTS-PED-00025-000-t2f_0066.nii.gz
image/BraTS-PED-00057-000-t2f_0062.nii.gz,mask/BraTS-PED-00057-000-t2f_0062.nii.gz
image/BraTS-PED-00102-000-t2f_0021.nii.gz,mask/BraTS-PED-00102-000-t2f_0021.nii.gz
image/BraTS-PED-00032-000-t2f_0073.nii.gz,mask/BraTS-PED-00032-000-t2f_0073.nii.gz
image/BraTS-PED-00042-000-t2f_0105.nii.gz,mask/BraTS-PED-00042-000-t2f_0105.nii.gz
image/BraTS-PED-00067-000-t2f_0035.nii.gz,mask/BraTS-PED-00067-000-t2f_0035.nii.gz
image/BraTS-PED-00112-000-t2f_0075.nii.gz,mask/BraTS-PED-00112-000-t2f_0075.nii.gz
image/BraTS-PED-00004-000-t2f_0062.nii.gz,mask/BraTS-PED-00004-000-t2f_0062.nii.gz
image/BraTS-PED-00117-000-t2f_0101.nii.gz,mask/BraTS-PED-00117-000-t2f_0101.nii.gz
image/BraTS-PED-00167-000-t2f_0013.nii.gz,mask/BraTS-PED-00167-000-t2f_0013.nii.gz
image/BraTS-PED-00083-000-t2f_0039.nii.gz,mask/BraTS-PED-00083-000-t2f_0039.nii.gz
image/BraTS-PED-00083-000-t2f_0032.nii.gz,mask/BraTS-PED-00083-000-t2f_0032.nii.gz
image/BraTS-PED-00057-000-t2f_0085.nii.gz,mask/BraTS-PED-00057-000-t2f_0085.nii.gz
image/BraTS-PED-00055-000-t2f_0058.nii.gz,mask/BraTS-PED-00055-000-t2f_0058.nii.gz
image/BraTS-PED-00025-000-t2f_0076.nii.gz,mask/BraTS-PED-00025-000-t2f_0076.nii.gz
image/BraTS-PED-00087-000-t2f_0030.nii.gz,mask/BraTS-PED-00087-000-t2f_0030.nii.gz
image/BraTS-PED-00019-000-t2f_0039.nii.gz,mask/BraTS-PED-00019-000-t2f_0039.nii.gz
image/BraTS-PED-00063-000-t2f_0041.nii.gz,mask/BraTS-PED-00063-000-t2f_0041.nii.gz
image/BraTS-PED-00110-000-t2f_0064.nii.gz,mask/BraTS-PED-00110-000-t2f_0064.nii.gz
image/BraTS-PED-00025-000-t2f_0087.nii.gz,mask/BraTS-PED-00025-000-t2f_0087.nii.gz
image/BraTS-PED-00025-000-t2f_0070.nii.gz,mask/BraTS-PED-00025-000-t2f_0070.nii.gz
image/BraTS-PED-00099-000-t2f_0044.nii.gz,mask/BraTS-PED-00099-000-t2f_0044.nii.gz
image/BraTS-PED-00116-000-t2f_0061.nii.gz,mask/BraTS-PED-00116-000-t2f_0061.nii.gz
image/BraTS-PED-00143-000-t2f_0045.nii.gz,mask/BraTS-PED-00143-000-t2f_0045.nii.gz
image/BraTS-PED-00032-000-t2f_0070.nii.gz,mask/BraTS-PED-00032-000-t2f_0070.nii.gz
image/BraTS-PED-00116-000-t2f_0071.nii.gz,mask/BraTS-PED-00116-000-t2f_0071.nii.gz
image/BraTS-PED-00104-000-t2f_0036.nii.gz,mask/BraTS-PED-00104-000-t2f_0036.nii.gz
image/BraTS-PED-00137-000-t2f_0061.nii.gz,mask/BraTS-PED-00137-000-t2f_0061.nii.gz
image/BraTS-PED-00111-000-t2f_0088.nii.gz,mask/BraTS-PED-00111-000-t2f_0088.nii.gz
image/BraTS-PED-00020-000-t2f_0048.nii.gz,mask/BraTS-PED-00020-000-t2f_0048.nii.gz
image/BraTS-PED-00110-000-t2f_0049.nii.gz,mask/BraTS-PED-00110-000-t2f_0049.nii.gz
image/BraTS-PED-00042-000-t2f_0115.nii.gz,mask/BraTS-PED-00042-000-t2f_0115.nii.gz
image/BraTS-PED-00084-000-t2f_0031.nii.gz,mask/BraTS-PED-00084-000-t2f_0031.nii.gz
image/BraTS-PED-00127-000-t2f_0040.nii.gz,mask/BraTS-PED-00127-000-t2f_0040.nii.gz
image/BraTS-PED-00044-000-t2f_0090.nii.gz,mask/BraTS-PED-00044-000-t2f_0090.nii.gz
image/BraTS-PED-00046-000-t2f_0071.nii.gz,mask/BraTS-PED-00046-000-t2f_0071.nii.gz
image/BraTS-PED-00046-000-t2f_0097.nii.gz,mask/BraTS-PED-00046-000-t2f_0097.nii.gz
image/BraTS-PED-00104-000-t2f_0030.nii.gz,mask/BraTS-PED-00104-000-t2f_0030.nii.gz
image/BraTS-PED-00139-000-t2f_0043.nii.gz,mask/BraTS-PED-00139-000-t2f_0043.nii.gz
image/BraTS-PED-00137-000-t2f_0071.nii.gz,mask/BraTS-PED-00137-000-t2f_0071.nii.gz
image/BraTS-PED-00009-000-t2f_0035.nii.gz,mask/BraTS-PED-00009-000-t2f_0035.nii.gz
image/BraTS-PED-00036-000-t2f_0042.nii.gz,mask/BraTS-PED-00036-000-t2f_0042.nii.gz
image/BraTS-PED-00010-000-t2f_0064.nii.gz,mask/BraTS-PED-00010-000-t2f_0064.nii.gz
image/BraTS-PED-00099-000-t2f_0036.nii.gz,mask/BraTS-PED-00099-000-t2f_0036.nii.gz
image/BraTS-PED-00134-000-t2f_0031.nii.gz,mask/BraTS-PED-00134-000-t2f_0031.nii.gz
image/BraTS-PED-00084-000-t2f_0026.nii.gz,mask/BraTS-PED-00084-000-t2f_0026.nii.gz
image/BraTS-PED-00121-000-t2f_0045.nii.gz,mask/BraTS-PED-00121-000-t2f_0045.nii.gz
image/BraTS-PED-00046-000-t2f_0092.nii.gz,mask/BraTS-PED-00046-000-t2f_0092.nii.gz
image/BraTS-PED-00129-000-t2f_0021.nii.gz,mask/BraTS-PED-00129-000-t2f_0021.nii.gz
image/BraTS-PED-00004-000-t2f_0067.nii.gz,mask/BraTS-PED-00004-000-t2f_0067.nii.gz
image/BraTS-PED-00116-000-t2f_0086.nii.gz,mask/BraTS-PED-00116-000-t2f_0086.nii.gz
image/BraTS-PED-00112-000-t2f_0063.nii.gz,mask/BraTS-PED-00112-000-t2f_0063.nii.gz
image/BraTS-PED-00048-000-t2f_0061.nii.gz,mask/BraTS-PED-00048-000-t2f_0061.nii.gz
image/BraTS-PED-00026-000-t2f_0117.nii.gz,mask/BraTS-PED-00026-000-t2f_0117.nii.gz
image/BraTS-PED-00137-000-t2f_0056.nii.gz,mask/BraTS-PED-00137-000-t2f_0056.nii.gz
image/BraTS-PED-00118-000-t2f_0066.nii.gz,mask/BraTS-PED-00118-000-t2f_0066.nii.gz
image/BraTS-PED-00111-000-t2f_0078.nii.gz,mask/BraTS-PED-00111-000-t2f_0078.nii.gz
image/BraTS-PED-00061-000-t2f_0032.nii.gz,mask/BraTS-PED-00061-000-t2f_0032.nii.gz
image/BraTS-PED-00104-000-t2f_0043.nii.gz,mask/BraTS-PED-00104-000-t2f_0043.nii.gz
image/BraTS-PED-00117-000-t2f_0115.nii.gz,mask/BraTS-PED-00117-000-t2f_0115.nii.gz
image/BraTS-PED-00127-000-t2f_0027.nii.gz,mask/BraTS-PED-00127-000-t2f_0027.nii.gz
image/BraTS-PED-00127-000-t2f_0045.nii.gz,mask/BraTS-PED-00127-000-t2f_0045.nii.gz
image/BraTS-PED-00119-000-t2f_0082.nii.gz,mask/BraTS-PED-00119-000-t2f_0082.nii.gz
image/BraTS-PED-00138-000-t2f_0028.nii.gz,mask/BraTS-PED-00138-000-t2f_0028.nii.gz
image/BraTS-PED-00040-000-t2f_0085.nii.gz,mask/BraTS-PED-00040-000-t2f_0085.nii.gz
image/BraTS-PED-00048-000-t2f_0068.nii.gz,mask/BraTS-PED-00048-000-t2f_0068.nii.gz
image/BraTS-PED-00127-000-t2f_0025.nii.gz,mask/BraTS-PED-00127-000-t2f_0025.nii.gz
image/BraTS-PED-00143-000-t2f_0073.nii.gz,mask/BraTS-PED-00143-000-t2f_0073.nii.gz
image/BraTS-PED-00108-000-t2f_0092.nii.gz,mask/BraTS-PED-00108-000-t2f_0092.nii.gz
image/BraTS-PED-00084-000-t2f_0041.nii.gz,mask/BraTS-PED-00084-000-t2f_0041.nii.gz
image/BraTS-PED-00046-000-t2f_0056.nii.gz,mask/BraTS-PED-00046-000-t2f_0056.nii.gz
image/BraTS-PED-00113-000-t2f_0084.nii.gz,mask/BraTS-PED-00113-000-t2f_0084.nii.gz
image/BraTS-PED-00142-000-t2f_0064.nii.gz,mask/BraTS-PED-00142-000-t2f_0064.nii.gz
image/BraTS-PED-00047-000-t2f_0089.nii.gz,mask/BraTS-PED-00047-000-t2f_0089.nii.gz
image/BraTS-PED-00021-000-t2f_0075.nii.gz,mask/BraTS-PED-00021-000-t2f_0075.nii.gz
image/BraTS-PED-00086-000-t2f_0033.nii.gz,mask/BraTS-PED-00086-000-t2f_0033.nii.gz
image/BraTS-PED-00019-000-t2f_0032.nii.gz,mask/BraTS-PED-00019-000-t2f_0032.nii.gz
image/BraTS-PED-00108-000-t2f_0075.nii.gz,mask/BraTS-PED-00108-000-t2f_0075.nii.gz
image/BraTS-PED-00139-000-t2f_0059.nii.gz,mask/BraTS-PED-00139-000-t2f_0059.nii.gz
image/BraTS-PED-00057-000-t2f_0048.nii.gz,mask/BraTS-PED-00057-000-t2f_0048.nii.gz
image/BraTS-PED-00057-000-t2f_0066.nii.gz,mask/BraTS-PED-00057-000-t2f_0066.nii.gz
image/BraTS-PED-00118-000-t2f_0081.nii.gz,mask/BraTS-PED-00118-000-t2f_0081.nii.gz
image/BraTS-PED-00025-000-t2f_0049.nii.gz,mask/BraTS-PED-00025-000-t2f_0049.nii.gz
image/BraTS-PED-00109-000-t2f_0033.nii.gz,mask/BraTS-PED-00109-000-t2f_0033.nii.gz
image/BraTS-PED-00106-000-t2f_0031.nii.gz,mask/BraTS-PED-00106-000-t2f_0031.nii.gz
image/BraTS-PED-00137-000-t2f_0060.nii.gz,mask/BraTS-PED-00137-000-t2f_0060.nii.gz
image/BraTS-PED-00111-000-t2f_0104.nii.gz,mask/BraTS-PED-00111-000-t2f_0104.nii.gz
image/BraTS-PED-00044-000-t2f_0086.nii.gz,mask/BraTS-PED-00044-000-t2f_0086.nii.gz
image/BraTS-PED-00046-000-t2f_0080.nii.gz,mask/BraTS-PED-00046-000-t2f_0080.nii.gz
image/BraTS-PED-00069-000-t2f_0037.nii.gz,mask/BraTS-PED-00069-000-t2f_0037.nii.gz
image/BraTS-PED-00026-000-t2f_0090.nii.gz,mask/BraTS-PED-00026-000-t2f_0090.nii.gz
image/BraTS-PED-00057-000-t2f_0072.nii.gz,mask/BraTS-PED-00057-000-t2f_0072.nii.gz
image/BraTS-PED-00084-000-t2f_0028.nii.gz,mask/BraTS-PED-00084-000-t2f_0028.nii.gz
image/BraTS-PED-00020-000-t2f_0031.nii.gz,mask/BraTS-PED-00020-000-t2f_0031.nii.gz
image/BraTS-PED-00130-000-t2f_0035.nii.gz,mask/BraTS-PED-00130-000-t2f_0035.nii.gz
image/BraTS-PED-00099-000-t2f_0026.nii.gz,mask/BraTS-PED-00099-000-t2f_0026.nii.gz
image/BraTS-PED-00101-000-t2f_0074.nii.gz,mask/BraTS-PED-00101-000-t2f_0074.nii.gz
image/BraTS-PED-00109-000-t2f_0047.nii.gz,mask/BraTS-PED-00109-000-t2f_0047.nii.gz
image/BraTS-PED-00108-000-t2f_0076.nii.gz,mask/BraTS-PED-00108-000-t2f_0076.nii.gz
image/BraTS-PED-00061-000-t2f_0034.nii.gz,mask/BraTS-PED-00061-000-t2f_0034.nii.gz
image/BraTS-PED-00110-000-t2f_0066.nii.gz,mask/BraTS-PED-00110-000-t2f_0066.nii.gz
image/BraTS-PED-00044-000-t2f_0082.nii.gz,mask/BraTS-PED-00044-000-t2f_0082.nii.gz
image/BraTS-PED-00116-000-t2f_0095.nii.gz,mask/BraTS-PED-00116-000-t2f_0095.nii.gz
image/BraTS-PED-00170-000-t2f_0073.nii.gz,mask/BraTS-PED-00170-000-t2f_0073.nii.gz
image/BraTS-PED-00026-000-t2f_0081.nii.gz,mask/BraTS-PED-00026-000-t2f_0081.nii.gz
image/BraTS-PED-00113-000-t2f_0093.nii.gz,mask/BraTS-PED-00113-000-t2f_0093.nii.gz
image/BraTS-PED-00119-000-t2f_0072.nii.gz,mask/BraTS-PED-00119-000-t2f_0072.nii.gz
image/BraTS-PED-00142-000-t2f_0086.nii.gz,mask/BraTS-PED-00142-000-t2f_0086.nii.gz
image/BraTS-PED-00109-000-t2f_0052.nii.gz,mask/BraTS-PED-00109-000-t2f_0052.nii.gz
image/BraTS-PED-00113-000-t2f_0115.nii.gz,mask/BraTS-PED-00113-000-t2f_0115.nii.gz
image/BraTS-PED-00044-000-t2f_0060.nii.gz,mask/BraTS-PED-00044-000-t2f_0060.nii.gz
image/BraTS-PED-00125-000-t2f_0044.nii.gz,mask/BraTS-PED-00125-000-t2f_0044.nii.gz
image/BraTS-PED-00134-000-t2f_0037.nii.gz,mask/BraTS-PED-00134-000-t2f_0037.nii.gz
image/BraTS-PED-00057-000-t2f_0057.nii.gz,mask/BraTS-PED-00057-000-t2f_0057.nii.gz
image/BraTS-PED-00112-000-t2f_0053.nii.gz,mask/BraTS-PED-00112-000-t2f_0053.nii.gz
image/BraTS-PED-00004-000-t2f_0053.nii.gz,mask/BraTS-PED-00004-000-t2f_0053.nii.gz
image/BraTS-PED-00026-000-t2f_0091.nii.gz,mask/BraTS-PED-00026-000-t2f_0091.nii.gz
image/BraTS-PED-00098-000-t2f_0051.nii.gz,mask/BraTS-PED-00098-000-t2f_0051.nii.gz
image/BraTS-PED-00113-000-t2f_0080.nii.gz,mask/BraTS-PED-00113-000-t2f_0080.nii.gz
image/BraTS-PED-00119-000-t2f_0078.nii.gz,mask/BraTS-PED-00119-000-t2f_0078.nii.gz
image/BraTS-PED-00046-000-t2f_0089.nii.gz,mask/BraTS-PED-00046-000-t2f_0089.nii.gz
image/BraTS-PED-00111-000-t2f_0092.nii.gz,mask/BraTS-PED-00111-000-t2f_0092.nii.gz
image/BraTS-PED-00143-000-t2f_0082.nii.gz,mask/BraTS-PED-00143-000-t2f_0082.nii.gz
image/BraTS-PED-00110-000-t2f_0052.nii.gz,mask/BraTS-PED-00110-000-t2f_0052.nii.gz
image/BraTS-PED-00044-000-t2f_0053.nii.gz,mask/BraTS-PED-00044-000-t2f_0053.nii.gz
image/BraTS-PED-00129-000-t2f_0034.nii.gz,mask/BraTS-PED-00129-000-t2f_0034.nii.gz
